"shortmove","longmove","Profit","TotalTrades","Name"
40,15,-5.8845e-05,38,"BunnyCoin"
39,15,-5.8929e-05,38,"BunnyCoin"
38,15,-5.9203e-05,36,"BunnyCoin"
16,10,-5.9204e-05,114,"BunnyCoin"
27,20,-5.9278e-05,76,"BunnyCoin"
31,5,-5.9517e-05,82,"BunnyCoin"
26,18,-5.9648e-05,74,"BunnyCoin"
10,4,-5.98712e-05,192,"BunnyCoin"
36,20,-5.9912e-05,56,"BunnyCoin"
40,35,-5.9951e-05,75,"BunnyCoin"
27,22,-6.0238e-05,94,"BunnyCoin"
19,5,-6.0519e-05,112,"BunnyCoin"
39,13,-6.0637e-05,48,"BunnyCoin"
14,10,-6.1376e-05,168,"BunnyCoin"
44,17,-6.1384e-05,38,"BunnyCoin"
11,4,-6.14072e-05,172,"BunnyCoin"
48,38,-6.148e-05,49,"BunnyCoin"
39,26,-6.1588e-05,53,"BunnyCoin"
37,20,-6.179e-05,54,"BunnyCoin"
48,39,-6.214e-05,51,"BunnyCoin"
10,8,-6.2162e-05,238,"BunnyCoin"
24,3,-6.217e-05,124,"BunnyCoin"
32,4,-6.2246e-05,96,"BunnyCoin"
24,4,-6.2322e-05,110,"BunnyCoin"
14,8,-6.2484e-05,126,"BunnyCoin"
36,28,-6.2658e-05,63,"BunnyCoin"
26,16,-6.2742e-05,62,"BunnyCoin"
25,17,-6.2746e-05,76,"BunnyCoin"
33,16,-6.2758e-05,46,"BunnyCoin"
26,17,-6.2768e-05,66,"BunnyCoin"
29,16,-6.2774e-05,66,"BunnyCoin"
41,15,-6.2828e-05,40,"BunnyCoin"
35,15,-6.2893e-05,46,"BunnyCoin"
20,9,-6.331e-05,92,"BunnyCoin"
50,3,-6.3314e-05,100,"BunnyCoin"
49,3,-6.3346e-05,98,"BunnyCoin"
10,5,-6.3468e-05,178,"BunnyCoin"
38,3,-6.3512e-05,108,"BunnyCoin"
15,10,-6.3519e-05,122,"BunnyCoin"
43,19,-6.3872e-05,38,"BunnyCoin"
50,39,-6.3906e-05,49,"BunnyCoin"
49,39,-6.4176e-05,47,"BunnyCoin"
25,16,-6.4596e-05,68,"BunnyCoin"
37,17,-6.4678e-05,44,"BunnyCoin"
36,17,-6.4752e-05,46,"BunnyCoin"
36,15,-6.4881e-05,44,"BunnyCoin"
10,9,-6.5008e-05,365,"BunnyCoin"
29,5,-6.5389e-05,82,"BunnyCoin"
21,20,-6.54468e-05,265,"BunnyCoin"
32,5,-6.5462e-05,82,"BunnyCoin"
15,11,-6.5573e-05,152,"BunnyCoin"
44,19,-6.5712e-05,38,"BunnyCoin"
37,36,-6.6154e-05,241,"BunnyCoin"
11,7,-6.629e-05,186,"BunnyCoin"
35,3,-6.6467e-05,110,"BunnyCoin"
40,33,-6.6608e-05,59,"BunnyCoin"
16,9,-6.6752e-05,102,"BunnyCoin"
32,28,-6.68e-05,103,"BunnyCoin"
42,12,-6.688e-05,46,"BunnyCoin"
48,20,-6.7066e-05,38,"BunnyCoin"
43,41,-6.7131e-05,139,"BunnyCoin"
20,17,-6.7633e-05,142,"BunnyCoin"
33,26,-6.8218e-05,69,"BunnyCoin"
17,6,-6.8291e-05,110,"BunnyCoin"
24,16,-6.8668e-05,72,"BunnyCoin"
44,38,-6.9209e-05,55,"BunnyCoin"
20,10,-6.9247e-05,92,"BunnyCoin"
25,8,-6.9388e-05,72,"BunnyCoin"
37,4,-6.9559e-05,100,"BunnyCoin"
35,4,-6.9569e-05,96,"BunnyCoin"
36,4,-6.9671e-05,96,"BunnyCoin"
35,31,-7.0648e-05,99,"BunnyCoin"
40,13,-7.0813e-05,40,"BunnyCoin"
33,15,-7.0973e-05,48,"BunnyCoin"
47,20,-7.111e-05,42,"BunnyCoin"
36,5,-7.1369e-05,82,"BunnyCoin"
35,5,-7.1421e-05,76,"BunnyCoin"
24,8,-7.148e-05,84,"BunnyCoin"
34,5,-7.1571e-05,78,"BunnyCoin"
38,4,-7.159e-05,98,"BunnyCoin"
13,10,-7.1957e-05,192,"BunnyCoin"
13,8,-7.2204e-05,134,"BunnyCoin"
34,3,-7.2648e-05,108,"BunnyCoin"
30,16,-7.2846e-05,62,"BunnyCoin"
13,11,-7.2898e-05,212,"BunnyCoin"
44,23,-7.30512e-05,46,"BunnyCoin"
48,18,-7.366e-05,36,"BunnyCoin"
14,11,-7.3824e-05,174,"BunnyCoin"
27,25,-7.4592e-05,153,"BunnyCoin"
37,15,-7.5179e-05,40,"BunnyCoin"
46,19,-7.5218e-05,38,"BunnyCoin"
37,5,-7.5582e-05,82,"BunnyCoin"
27,18,-7.575e-05,68,"BunnyCoin"
39,20,-7.62e-05,46,"BunnyCoin"
18,10,-7.7269e-05,100,"BunnyCoin"
43,36,-7.7768e-05,53,"BunnyCoin"
12,6,-7.7848e-05,150,"BunnyCoin"
32,30,-7.7908e-05,151,"BunnyCoin"
8,5,-7.82528e-05,247,"BunnyCoin"
43,39,-7.9354e-05,91,"BunnyCoin"
47,17,-7.9442e-05,36,"BunnyCoin"
15,6,-8.006e-05,132,"BunnyCoin"
26,19,-8.0314e-05,82,"BunnyCoin"
28,5,-8.1379e-05,78,"BunnyCoin"
46,17,-8.1434e-05,36,"BunnyCoin"
27,5,-8.1443e-05,80,"BunnyCoin"
35,24,-8.177e-05,56,"BunnyCoin"
14,13,-8.17972e-05,320,"BunnyCoin"
38,29,-8.1984e-05,61,"BunnyCoin"
31,22,-8.2074e-05,66,"BunnyCoin"
33,4,-8.2268e-05,96,"BunnyCoin"
36,3,-8.2461e-05,108,"BunnyCoin"
14,6,-8.2608e-05,132,"BunnyCoin"
37,3,-8.2625e-05,108,"BunnyCoin"
31,14,-8.2738e-05,56,"BunnyCoin"
46,22,-8.2818e-05,44,"BunnyCoin"
27,16,-8.285e-05,64,"BunnyCoin"
39,25,-8.299e-05,53,"BunnyCoin"
24,22,-8.3026e-05,160,"BunnyCoin"
18,9,-8.3156e-05,100,"BunnyCoin"
17,9,-8.3684e-05,100,"BunnyCoin"
40,39,-8.3929e-05,237,"BunnyCoin"
24,19,-8.4224e-05,92,"BunnyCoin"
36,30,-8.504e-05,75,"BunnyCoin"
29,8,-8.5404e-05,70,"BunnyCoin"
47,3,-8.5474e-05,98,"BunnyCoin"
32,24,-8.5634e-05,64,"BunnyCoin"
30,29,-8.5842e-05,260,"BunnyCoin"
35,34,-8.5934e-05,249,"BunnyCoin"
20,4,-8.6064e-05,126,"BunnyCoin"
39,37,-8.6155e-05,141,"BunnyCoin"
35,30,-8.6636e-05,79,"BunnyCoin"
18,8,-8.6648e-05,96,"BunnyCoin"
47,21,-8.6757e-05,42,"BunnyCoin"
28,16,-8.6826e-05,62,"BunnyCoin"
46,4,-8.7342e-05,84,"BunnyCoin"
46,3,-8.7376e-05,98,"BunnyCoin"
22,7,-8.7515e-05,90,"BunnyCoin"
34,4,-8.8425e-05,94,"BunnyCoin"
23,5,-8.8551e-05,90,"BunnyCoin"
34,23,-8.87372e-05,58,"BunnyCoin"
15,13,-8.91232e-05,196,"BunnyCoin"
26,5,-8.9395e-05,88,"BunnyCoin"
22,8,-8.9474e-05,84,"BunnyCoin"
21,8,-8.9536e-05,80,"BunnyCoin"
47,18,-8.9658e-05,40,"BunnyCoin"
46,18,-8.9768e-05,38,"BunnyCoin"
48,43,-8.9774e-05,71,"BunnyCoin"
18,7,-9.0571e-05,102,"BunnyCoin"
32,14,-9.0692e-05,48,"BunnyCoin"
41,26,-9.0776e-05,61,"BunnyCoin"
35,14,-9.0896e-05,46,"BunnyCoin"
8,4,-9.1304e-05,228,"BunnyCoin"
45,4,-9.133e-05,84,"BunnyCoin"
48,17,-9.1426e-05,32,"BunnyCoin"
33,5,-9.1478e-05,78,"BunnyCoin"
38,30,-9.152e-05,59,"BunnyCoin"
15,12,-9.30812e-05,168,"BunnyCoin"
26,8,-9.3272e-05,68,"BunnyCoin"
33,9,-9.328e-05,62,"BunnyCoin"
21,13,-9.3282e-05,86,"BunnyCoin"
21,9,-9.3506e-05,88,"BunnyCoin"
21,7,-9.3525e-05,90,"BunnyCoin"
39,29,-9.383e-05,61,"BunnyCoin"
13,6,-9.426e-05,144,"BunnyCoin"
41,38,-9.4814e-05,105,"BunnyCoin"
22,19,-9.49572e-05,126,"BunnyCoin"
16,11,-9.5214e-05,126,"BunnyCoin"
29,20,-9.5434e-05,66,"BunnyCoin"
34,24,-9.5622e-05,58,"BunnyCoin"
27,19,-9.636e-05,70,"BunnyCoin"
10,7,-9.6432e-05,208,"BunnyCoin"
16,12,-9.6902e-05,140,"BunnyCoin"
47,4,-9.7332e-05,84,"BunnyCoin"
38,31,-9.754e-05,61,"BunnyCoin"
27,21,-9.7827e-05,84,"BunnyCoin"
38,22,-9.8114e-05,50,"BunnyCoin"
41,29,-9.8514e-05,49,"BunnyCoin"
17,15,-9.87132e-05,185,"BunnyCoin"
36,14,-9.8796e-05,42,"BunnyCoin"
44,6,-9.8982e-05,64,"BunnyCoin"
43,6,-9.9056e-05,68,"BunnyCoin"
45,6,-9.9058e-05,60,"BunnyCoin"
49,6,-9.9154e-05,62,"BunnyCoin"
17,11,-9.9159e-05,112,"BunnyCoin"
50,4,-9.9172e-05,80,"BunnyCoin"
49,4,-9.9192e-05,78,"BunnyCoin"
23,8,-9.9474e-05,80,"BunnyCoin"
19,8,-9.9632e-05,98,"BunnyCoin"
42,38,-9.9728e-05,93,"BunnyCoin"
39,24,-0.000100104,48,"BunnyCoin"
41,25,-0.000100398,45,"BunnyCoin"
32,23,-0.0001006452,64,"BunnyCoin"
38,14,-0.000100798,44,"BunnyCoin"
16,13,-0.0001009152,162,"BunnyCoin"
37,31,-0.000100994,79,"BunnyCoin"
46,6,-0.000101028,60,"BunnyCoin"
17,12,-0.0001010292,120,"BunnyCoin"
12,11,-0.000101113,343,"BunnyCoin"
42,6,-0.000101146,68,"BunnyCoin"
50,6,-0.000101274,62,"BunnyCoin"
48,4,-0.000101326,80,"BunnyCoin"
39,30,-0.000101388,61,"BunnyCoin"
8,6,-0.000102554,265,"BunnyCoin"
30,6,-0.000103153,74,"BunnyCoin"
28,8,-0.00010327,68,"BunnyCoin"
27,8,-0.000103274,68,"BunnyCoin"
32,29,-0.000103342,123,"BunnyCoin"
46,5,-0.000103454,74,"BunnyCoin"
49,17,-0.000103474,30,"BunnyCoin"
39,22,-0.00010369,40,"BunnyCoin"
24,14,-0.000104492,68,"BunnyCoin"
42,28,-0.000104552,53,"BunnyCoin"
8,7,-0.000104774,395,"BunnyCoin"
47,6,-0.000105032,68,"BunnyCoin"
24,9,-0.000105138,68,"BunnyCoin"
43,24,-0.000105164,38,"BunnyCoin"
48,5,-0.000105244,70,"BunnyCoin"
50,5,-0.000105284,68,"BunnyCoin"
49,5,-0.000105312,68,"BunnyCoin"
29,9,-0.000105312,68,"BunnyCoin"
47,5,-0.00010552,72,"BunnyCoin"
20,7,-0.000105521,94,"BunnyCoin"
25,4,-0.000106362,102,"BunnyCoin"
26,4,-0.000106367,98,"BunnyCoin"
25,9,-0.000107092,64,"BunnyCoin"
23,9,-0.000107148,74,"BunnyCoin"
30,9,-0.00010715,64,"BunnyCoin"
31,9,-0.000107168,60,"BunnyCoin"
32,9,-0.000107218,56,"BunnyCoin"
20,12,-0.000107307,90,"BunnyCoin"
22,9,-0.000107354,76,"BunnyCoin"
44,5,-0.000107584,72,"BunnyCoin"
45,5,-0.000107584,74,"BunnyCoin"
42,5,-0.000107588,78,"BunnyCoin"
43,5,-0.000107616,78,"BunnyCoin"
18,15,-0.00010822,154,"BunnyCoin"
25,14,-0.000108516,68,"BunnyCoin"
25,15,-0.000108539,62,"BunnyCoin"
25,5,-0.000108593,84,"BunnyCoin"
24,5,-0.000108629,86,"BunnyCoin"
37,14,-0.000108818,40,"BunnyCoin"
26,9,-0.000109104,62,"BunnyCoin"
40,7,-0.000109246,78,"BunnyCoin"
41,7,-0.000109288,72,"BunnyCoin"
42,7,-0.000109362,68,"BunnyCoin"
46,33,-0.000109451,41,"BunnyCoin"
38,36,-0.000109747,149,"BunnyCoin"
25,13,-0.000110026,60,"BunnyCoin"
29,13,-0.00011017,70,"BunnyCoin"
18,6,-0.000110215,104,"BunnyCoin"
43,33,-0.00011077,55,"BunnyCoin"
22,16,-0.000110792,106,"BunnyCoin"
17,10,-0.000111107,98,"BunnyCoin"
41,28,-0.000111618,47,"BunnyCoin"
48,44,-0.000111878,71,"BunnyCoin"
26,14,-0.000112522,62,"BunnyCoin"
24,15,-0.000112567,72,"BunnyCoin"
32,13,-0.00011257,52,"BunnyCoin"
31,13,-0.000112626,56,"BunnyCoin"
46,11,-0.000112644,38,"BunnyCoin"
45,11,-0.00011266,42,"BunnyCoin"
44,11,-0.000112676,48,"BunnyCoin"
30,13,-0.00011271,60,"BunnyCoin"
43,11,-0.000112746,48,"BunnyCoin"
18,11,-0.000112943,98,"BunnyCoin"
20,13,-0.000113006,98,"BunnyCoin"
35,6,-0.00011318,66,"BunnyCoin"
28,9,-0.00011318,70,"BunnyCoin"
10,6,-0.000113702,202,"BunnyCoin"
38,20,-0.000113798,48,"BunnyCoin"
26,13,-0.000113976,64,"BunnyCoin"
24,13,-0.000114196,70,"BunnyCoin"
29,14,-0.000114762,66,"BunnyCoin"
48,6,-0.000115078,64,"BunnyCoin"
27,9,-0.000115136,66,"BunnyCoin"
24,10,-0.000115203,70,"BunnyCoin"
18,12,-0.000115221,108,"BunnyCoin"
49,19,-0.000115259,34,"BunnyCoin"
39,3,-0.00011527,112,"BunnyCoin"
23,16,-0.000116528,76,"BunnyCoin"
47,11,-0.000116678,34,"BunnyCoin"
23,15,-0.000116707,72,"BunnyCoin"
48,19,-0.000117264,34,"BunnyCoin"
36,6,-0.000117315,72,"BunnyCoin"
29,12,-0.000118077,64,"BunnyCoin"
41,11,-0.000118798,42,"BunnyCoin"
42,4,-0.000119406,82,"BunnyCoin"
37,6,-0.000119525,70,"BunnyCoin"
25,7,-0.000119589,76,"BunnyCoin"
32,26,-0.000119776,81,"BunnyCoin"
28,12,-0.000120029,64,"BunnyCoin"
26,12,-0.000120139,64,"BunnyCoin"
40,11,-0.000120408,46,"BunnyCoin"
29,6,-0.000120907,76,"BunnyCoin"
20,15,-0.000120933,114,"BunnyCoin"
32,6,-0.000121172,78,"BunnyCoin"
26,6,-0.000121201,76,"BunnyCoin"
31,6,-0.000121202,80,"BunnyCoin"
41,39,-0.00012122,141,"BunnyCoin"
43,3,-0.000121244,98,"BunnyCoin"
42,3,-0.000121272,104,"BunnyCoin"
44,3,-0.000121276,98,"BunnyCoin"
24,6,-0.000121369,82,"BunnyCoin"
44,36,-0.000121921,55,"BunnyCoin"
49,8,-0.000122206,48,"BunnyCoin"
48,9,-0.000122242,40,"BunnyCoin"
49,10,-0.000122294,40,"BunnyCoin"
19,7,-0.000122619,98,"BunnyCoin"
28,14,-0.000122662,64,"BunnyCoin"
28,15,-0.000122949,68,"BunnyCoin"
28,6,-0.000123017,76,"BunnyCoin"
27,6,-0.000123079,76,"BunnyCoin"
18,13,-0.000123106,110,"BunnyCoin"
41,4,-0.000123266,86,"BunnyCoin"
25,6,-0.000123343,78,"BunnyCoin"
23,6,-0.000123365,84,"BunnyCoin"
40,3,-0.000123392,108,"BunnyCoin"
39,4,-0.000123412,94,"BunnyCoin"
40,4,-0.000123422,92,"BunnyCoin"
48,8,-0.000124248,52,"BunnyCoin"
44,10,-0.000124248,46,"BunnyCoin"
45,9,-0.00012426,48,"BunnyCoin"
47,9,-0.000124272,46,"BunnyCoin"
47,8,-0.000124292,50,"BunnyCoin"
45,10,-0.000124304,48,"BunnyCoin"
46,9,-0.000124312,48,"BunnyCoin"
49,9,-0.000124312,42,"BunnyCoin"
46,10,-0.000124388,46,"BunnyCoin"
27,14,-0.000124668,66,"BunnyCoin"
40,12,-0.000124702,46,"BunnyCoin"
44,24,-0.000125062,42,"BunnyCoin"
22,6,-0.000125373,84,"BunnyCoin"
23,7,-0.000125493,80,"BunnyCoin"
38,5,-0.000125522,84,"BunnyCoin"
20,18,-0.0001255892,168,"BunnyCoin"
28,13,-0.00012615,62,"BunnyCoin"
50,9,-0.000126188,46,"BunnyCoin"
50,8,-0.000126218,48,"BunnyCoin"
50,10,-0.000126392,40,"BunnyCoin"
38,33,-0.000126404,89,"BunnyCoin"
26,15,-0.000126675,64,"BunnyCoin"
23,14,-0.00012674,74,"BunnyCoin"
41,3,-0.000127366,106,"BunnyCoin"
40,5,-0.000127442,82,"BunnyCoin"
24,7,-0.000127511,78,"BunnyCoin"
30,20,-0.000127662,62,"BunnyCoin"
27,13,-0.000128126,56,"BunnyCoin"
48,10,-0.000128334,46,"BunnyCoin"
38,13,-0.000128546,46,"BunnyCoin"
42,11,-0.000128746,42,"BunnyCoin"
45,23,-0.0001291072,44,"BunnyCoin"
22,10,-0.000129283,66,"BunnyCoin"
39,5,-0.00012947,84,"BunnyCoin"
23,13,-0.000130256,66,"BunnyCoin"
42,10,-0.000130298,52,"BunnyCoin"
41,10,-0.000130335,50,"BunnyCoin"
42,9,-0.000130354,52,"BunnyCoin"
41,9,-0.000130382,54,"BunnyCoin"
25,20,-0.000130382,88,"BunnyCoin"
47,10,-0.00013039,44,"BunnyCoin"
41,12,-0.000130766,40,"BunnyCoin"
20,14,-0.000131364,108,"BunnyCoin"
19,9,-0.000131492,98,"BunnyCoin"
40,10,-0.000132305,50,"BunnyCoin"
48,3,-0.00013347,98,"BunnyCoin"
39,28,-0.000133934,57,"BunnyCoin"
35,11,-0.000134045,54,"BunnyCoin"
27,12,-0.000134077,58,"BunnyCoin"
36,11,-0.000134125,50,"BunnyCoin"
34,11,-0.000134137,54,"BunnyCoin"
37,33,-0.000134614,97,"BunnyCoin"
30,8,-0.000135408,68,"BunnyCoin"
24,20,-0.000136294,106,"BunnyCoin"
21,6,-0.000137339,98,"BunnyCoin"
32,25,-0.000137542,61,"BunnyCoin"
37,11,-0.000138469,50,"BunnyCoin"
11,6,-0.000139564,176,"BunnyCoin"
44,9,-0.000140272,48,"BunnyCoin"
43,10,-0.000140322,48,"BunnyCoin"
43,9,-0.000140368,46,"BunnyCoin"
15,14,-0.000140802,310,"BunnyCoin"
33,6,-0.000141166,72,"BunnyCoin"
19,10,-0.000141281,96,"BunnyCoin"
45,33,-0.000143189,47,"BunnyCoin"
44,33,-0.00014331,49,"BunnyCoin"
23,17,-0.000148658,98,"BunnyCoin"
18,14,-0.0001493768,132,"BunnyCoin"
49,18,-0.000149742,34,"BunnyCoin"
23,19,-0.0001507348,110,"BunnyCoin"
50,7,-0.000151392,54,"BunnyCoin"
48,7,-0.000153218,60,"BunnyCoin"
49,7,-0.000153254,58,"BunnyCoin"
35,8,-0.000153324,66,"BunnyCoin"
21,14,-0.000153398,90,"BunnyCoin"
47,7,-0.000155244,60,"BunnyCoin"
46,8,-0.000155266,48,"BunnyCoin"
17,13,-0.0001569112,136,"BunnyCoin"
31,10,-0.000157223,60,"BunnyCoin"
25,12,-0.000157265,66,"BunnyCoin"
26,11,-0.000157309,68,"BunnyCoin"
22,13,-0.000157346,82,"BunnyCoin"
34,8,-0.000157438,64,"BunnyCoin"
35,33,-0.000159124,155,"BunnyCoin"
21,12,-0.000159173,88,"BunnyCoin"
31,8,-0.000159314,60,"BunnyCoin"
44,8,-0.000159364,54,"BunnyCoin"
22,14,-0.00015941,82,"BunnyCoin"
40,8,-0.000159435,62,"BunnyCoin"
43,8,-0.00015958,60,"BunnyCoin"
42,8,-0.000159614,66,"BunnyCoin"
22,15,-0.000159803,80,"BunnyCoin"
23,18,-0.000160782,84,"BunnyCoin"
30,10,-0.000160929,58,"BunnyCoin"
28,10,-0.000161093,58,"BunnyCoin"
29,10,-0.000161123,62,"BunnyCoin"
45,7,-0.000161304,66,"BunnyCoin"
34,9,-0.000161318,64,"BunnyCoin"
43,7,-0.000161408,64,"BunnyCoin"
41,8,-0.000161452,66,"BunnyCoin"
25,10,-0.000163225,68,"BunnyCoin"
44,7,-0.000163286,64,"BunnyCoin"
39,9,-0.00016343,54,"BunnyCoin"
40,9,-0.000163438,52,"BunnyCoin"
43,38,-0.000165124,69,"BunnyCoin"
24,12,-0.000167281,66,"BunnyCoin"
38,6,-0.000169326,78,"BunnyCoin"
26,7,-0.000169333,70,"BunnyCoin"
46,7,-0.000169344,64,"BunnyCoin"
33,8,-0.000169346,62,"BunnyCoin"
45,8,-0.00016945,52,"BunnyCoin"
31,29,-0.00017103,151,"BunnyCoin"
27,10,-0.000171091,66,"BunnyCoin"
41,6,-0.00017114,74,"BunnyCoin"
40,6,-0.000171198,78,"BunnyCoin"
39,6,-0.000171214,76,"BunnyCoin"
32,8,-0.00017131,66,"BunnyCoin"
37,24,-0.000172172,56,"BunnyCoin"
36,10,-0.000173119,52,"BunnyCoin"
35,10,-0.000173129,48,"BunnyCoin"
34,10,-0.000173173,58,"BunnyCoin"
21,10,-0.000173301,84,"BunnyCoin"
22,17,-0.000173836,100,"BunnyCoin"
33,10,-0.000175091,52,"BunnyCoin"
32,10,-0.000175155,52,"BunnyCoin"
34,6,-0.000175178,70,"BunnyCoin"
28,7,-0.000175199,64,"BunnyCoin"
36,8,-0.000175329,66,"BunnyCoin"
27,7,-0.000175353,68,"BunnyCoin"
41,5,-0.000175548,80,"BunnyCoin"
21,15,-0.000175797,100,"BunnyCoin"
21,11,-0.000177209,86,"BunnyCoin"
26,10,-0.000177241,64,"BunnyCoin"
38,7,-0.000177273,78,"BunnyCoin"
35,7,-0.000177408,62,"BunnyCoin"
39,7,-0.000179138,76,"BunnyCoin"
29,7,-0.000179311,62,"BunnyCoin"
37,7,-0.000179431,74,"BunnyCoin"
36,7,-0.000179471,66,"BunnyCoin"
37,10,-0.000181383,54,"BunnyCoin"
50,17,-0.000181799,34,"BunnyCoin"
23,10,-0.000183119,68,"BunnyCoin"
35,13,-0.000184882,44,"BunnyCoin"
20,11,-0.000185233,88,"BunnyCoin"
34,7,-0.000185324,62,"BunnyCoin"
19,11,-0.000185379,96,"BunnyCoin"
29,11,-0.000186041,62,"BunnyCoin"
31,11,-0.000186131,56,"BunnyCoin"
32,11,-0.000186157,54,"BunnyCoin"
33,11,-0.000186169,50,"BunnyCoin"
23,20,-0.000186348,126,"BunnyCoin"
36,13,-0.00018671,44,"BunnyCoin"
30,7,-0.000187309,60,"BunnyCoin"
19,12,-0.000187435,100,"BunnyCoin"
22,18,-0.0001877012,110,"BunnyCoin"
31,12,-0.000188335,54,"BunnyCoin"
33,13,-0.000188726,48,"BunnyCoin"
22,11,-0.000189297,72,"BunnyCoin"
21,18,-0.0001895,132,"BunnyCoin"
32,12,-0.000190207,50,"BunnyCoin"
30,12,-0.000190211,56,"BunnyCoin"
33,12,-0.000190235,50,"BunnyCoin"
38,11,-0.000190302,46,"BunnyCoin"
39,11,-0.00019034,42,"BunnyCoin"
35,12,-0.000190733,46,"BunnyCoin"
34,12,-0.000190771,48,"BunnyCoin"
34,13,-0.00019095,48,"BunnyCoin"
36,12,-0.000192667,46,"BunnyCoin"
39,12,-0.00019276,42,"BunnyCoin"
19,13,-0.000193012,108,"BunnyCoin"
33,7,-0.000193328,68,"BunnyCoin"
22,21,-0.0001937052,257,"BunnyCoin"
38,12,-0.000194759,46,"BunnyCoin"
37,13,-0.00019477,46,"BunnyCoin"
37,12,-0.000194881,48,"BunnyCoin"
31,7,-0.000197345,64,"BunnyCoin"
31,30,-0.00019847,255,"BunnyCoin"
38,10,-0.000200343,52,"BunnyCoin"
39,10,-0.000202373,56,"BunnyCoin"
32,7,-0.000203415,64,"BunnyCoin"
20,6,-0.000208029,108,"BunnyCoin"
22,12,-0.000209285,78,"BunnyCoin"
35,9,-0.00021121,62,"BunnyCoin"
19,6,-0.000212085,104,"BunnyCoin"
19,17,-0.000212634,168,"BunnyCoin"
19,16,-0.000212728,150,"BunnyCoin"
19,14,-0.000213218,114,"BunnyCoin"
17,14,-0.0002149572,156,"BunnyCoin"
19,15,-0.000217374,130,"BunnyCoin"
30,11,-0.000218975,62,"BunnyCoin"
28,11,-0.000223017,68,"BunnyCoin"
24,11,-0.000227187,70,"BunnyCoin"
38,8,-0.000227368,60,"BunnyCoin"
36,9,-0.000227382,60,"BunnyCoin"
25,11,-0.000229193,68,"BunnyCoin"
23,12,-0.000229337,66,"BunnyCoin"
39,8,-0.00022936,62,"BunnyCoin"
19,18,-0.0002314252,269,"BunnyCoin"
37,9,-0.000231525,58,"BunnyCoin"
37,8,-0.000231536,64,"BunnyCoin"
38,9,-0.000233198,58,"BunnyCoin"
27,11,-0.000235063,66,"BunnyCoin"
23,11,-0.000237389,68,"BunnyCoin"
36,33,-0.000241916,119,"BunnyCoin"
23,22,-0.0002421888,250,"BunnyCoin"
23,21,-0.000245657,160,"BunnyCoin"
27,26,-0.000256196,257,"BunnyCoin"
34,33,-0.00026361,251,"BunnyCoin"
16,14,-0.0003219348,196,"BunnyCoin"
22,20,-0.000323436,164,"BunnyCoin"
16,15,-0.000326108,297,"BunnyCoin"
13,10,0.00054386,208,"Zeitcoin"
15,10,0.00048898,168,"Zeitcoin"
14,10,0.00038398,184,"Zeitcoin"
3,2,0.00034588,600,"Zeitcoin"
37,35,0.00032548,182,"Zeitcoin"
15,14,0.0002848,378,"Zeitcoin"
39,2,0.00028278,171,"Zeitcoin"
14,9,0.00028198,182,"Zeitcoin"
25,22,0.0002805,165,"Zeitcoin"
27,21,0.00025774,107,"Zeitcoin"
23,16,0.00024278,121,"Zeitcoin"
38,35,0.00023824,140,"Zeitcoin"
26,16,0.00023498,97,"Zeitcoin"
15,9,0.00023298,172,"Zeitcoin"
25,21,0.00022374,149,"Zeitcoin"
31,19,0.0002193,77,"Zeitcoin"
25,16,0.00021874,105,"Zeitcoin"
25,15,0.00020498,95,"Zeitcoin"
26,14,0.00020374,97,"Zeitcoin"
27,22,0.00018618,115,"Zeitcoin"
24,16,0.00018498,109,"Zeitcoin"
25,14,0.00018398,91,"Zeitcoin"
6,2,0.00017454,354,"Zeitcoin"
26,22,0.0001725,139,"Zeitcoin"
30,19,0.00016918,77,"Zeitcoin"
29,12,0.00016742,97,"Zeitcoin"
15,11,0.00016498,174,"Zeitcoin"
9,8,0.0001643,421,"Zeitcoin"
29,10,0.00015776,95,"Zeitcoin"
26,21,0.0001575,119,"Zeitcoin"
28,16,0.00015474,85,"Zeitcoin"
41,40,0.00015448,283,"Zeitcoin"
37,36,0.00015352,273,"Zeitcoin"
27,23,0.00015318,137,"Zeitcoin"
15,13,0.0001444,246,"Zeitcoin"
27,10,0.00014406,103,"Zeitcoin"
46,17,0.000144,55,"Zeitcoin"
49,15,0.000142,51,"Zeitcoin"
29,16,0.0001385,83,"Zeitcoin"
26,11,0.00013216,93,"Zeitcoin"
29,21,0.00013018,91,"Zeitcoin"
27,11,0.00012586,97,"Zeitcoin"
25,13,0.00012566,91,"Zeitcoin"
28,10,0.000124,105,"Zeitcoin"
29,11,0.00012386,89,"Zeitcoin"
14,11,0.0001231,202,"Zeitcoin"
25,17,0.00012098,97,"Zeitcoin"
33,19,0.0001203,77,"Zeitcoin"
26,15,0.00011898,89,"Zeitcoin"
6,3,0.00011466,332,"Zeitcoin"
28,21,0.0001145,95,"Zeitcoin"
29,22,0.00011418,89,"Zeitcoin"
16,10,0.00010898,150,"Zeitcoin"
6,4,0.00010746,367,"Zeitcoin"
27,18,0.00010574,93,"Zeitcoin"
26,20,0.00010174,109,"Zeitcoin"
30,28,0.0001009,206,"Zeitcoin"
27,12,9.766e-05,95,"Zeitcoin"
26,23,9.718e-05,153,"Zeitcoin"
38,36,9.44e-05,178,"Zeitcoin"
17,14,8.96799999999999e-05,193,"Zeitcoin"
37,18,8.83e-05,67,"Zeitcoin"
